county,use_date,total_cases,deaths
Pike,2021-03-03,4,0
Pike,2021-03-04,9,0
Pike,2021-03-05,7,0
Pike,2021-03-06,3,0
Pike,2021-03-07,2,0
Pike,2021-03-08,1,0
Pike,2021-03-09,3,0
Pike,2021-03-10,2,1
Pike,2021-03-11,2,0
Pike,2021-03-12,2,0
Pike,2021-03-13,3,0
Pike,2021-03-14,2,0
Pike,2021-03-15,1,0
Pike,2021-03-16,6,0
Pike,2021-03-17,0,0
Pike,2021-03-18,2,0
Pike,2021-03-19,35,0
Pike,2021-03-20,4,0
Pike,2021-03-21,0,0
Pike,2021-03-22,1,0
Pike,2021-03-23,4,0
Pike,2021-03-24,1,0
Pike,2021-03-25,4,1
Pike,2021-03-26,4,0
Pike,2021-03-27,4,0
Pike,2021-03-28,2,0
Pike,2021-03-29,3,0
Pike,2021-03-30,2,0
Pike,2021-03-31,2,0
Polk,2020-09-01,4,1
Polk,2020-09-02,10,0
Polk,2020-09-03,19,0
Polk,2020-09-04,10,1
Polk,2020-09-05,11,1
Polk,2020-09-06,3,0
Polk,2020-09-07,1,0
Polk,2020-09-08,5,0
Polk,2020-09-09,7,0
Polk,2020-09-10,6,0
Polk,2020-09-11,21,0
Polk,2020-09-12,9,0
Polk,2020-09-13,2,0
Polk,2020-09-14,6,0
Polk,2020-09-15,7,0
Polk,2020-09-16,12,0
Polk,2020-09-17,7,0
Polk,2020-09-18,16,0
Polk,2020-09-19,8,0
Polk,2020-09-20,4,0
Polk,2020-09-21,6,0
Polk,2020-09-22,11,0
Polk,2020-09-23,13,0
Polk,2020-09-24,24,0
Polk,2020-09-25,11,0
Polk,2020-09-26,4,0
Polk,2020-09-27,1,0
Polk,2020-09-28,4,0
Polk,2020-09-29,6,0
Polk,2020-09-30,6,1
Polk,2020-10-01,5,0
Polk,2020-10-02,10,0
Polk,2020-10-03,4,0
Polk,2020-10-04,1,0
Polk,2020-10-05,0,0
Polk,2020-10-06,5,0
Polk,2020-10-07,4,3
Polk,2020-10-08,8,0
Polk,2020-10-09,9,0
Polk,2020-10-10,9,0
Polk,2020-10-11,3,0
Polk,2020-10-12,9,0
Polk,2020-10-13,5,0
Polk,2020-10-14,21,1
Polk,2020-10-15,15,1
Polk,2020-10-16,27,1
Polk,2020-10-17,19,0
Polk,2020-10-18,9,0
Polk,2020-10-19,15,0
Polk,2020-10-20,14,0
Polk,2020-10-21,8,0
Polk,2020-10-22,35,1
Polk,2020-10-23,13,1
Polk,2020-10-24,3,0
Polk,2020-10-25,10,0
Polk,2020-10-26,16,1
Polk,2020-10-27,10,0
Polk,2020-10-28,25,0
Polk,2020-10-29,19,0
Polk,2020-10-30,11,0
Polk,2020-10-31,15,0
Polk,2020-11-01,6,0
Polk,2020-11-02,1,0
Polk,2020-11-03,15,0
Polk,2020-11-04,38,0
Polk,2020-11-05,19,1
Polk,2020-11-06,23,0
Polk,2020-11-07,10,1
Polk,2020-11-08,3,0
Polk,2020-11-09,3,0
Polk,2020-11-10,28,0
Polk,2020-11-11,11,1
Polk,2020-11-12,10,0
Polk,2020-11-13,15,0
Polk,2020-11-14,13,0
Polk,2020-11-15,15,0
Polk,2020-11-16,27,0
Polk,2020-11-17,11,0
Polk,2020-11-18,26,1
Polk,2020-11-19,29,0
Polk,2020-11-20,10,1
Polk,2020-11-21,50,0
Polk,2020-11-22,40,0
Polk,2020-11-23,13,0
Polk,2020-11-24,15,0
Polk,2020-11-25,18,0
Polk,2020-11-26,23,1
Polk,2020-11-27,32,0
Polk,2020-11-28,9,0
Polk,2020-11-29,8,0
Polk,2020-11-30,31,0
Polk,2020-12-01,19,0
Polk,2020-12-02,25,0
Polk,2020-12-03,22,1
Polk,2020-12-04,16,0
Polk,2020-12-05,25,0
Polk,2020-12-06,10,0
Polk,2020-12-07,18,0
Polk,2020-12-08,17,0
Polk,2020-12-09,33,0
Polk,2020-12-10,53,2
Polk,2020-12-11,31,0
Polk,2020-12-12,17,1
Polk,2020-12-13,25,0
Polk,2020-12-14,18,1
Polk,2020-12-15,22,0
Polk,2020-12-16,41,1
Polk,2020-12-17,41,0
Polk,2020-12-18,36,1
Polk,2020-12-19,31,0
Polk,2020-12-20,43,0
Polk,2020-12-21,32,1
Polk,2020-12-22,30,0
Polk,2020-12-23,40,0
Polk,2020-12-24,51,1
Polk,2020-12-25,46,0
Polk,2020-12-26,18,0
Polk,2020-12-27,23,0
Polk,2020-12-28,18,0
Polk,2020-12-29,55,0
Polk,2020-12-30,59,1
Polk,2020-12-31,54,1
Polk,2021-01-01,44,0
Polk,2021-01-02,50,0
Polk,2021-01-03,57,0
Polk,2021-01-04,32,0
Polk,2021-01-05,30,0
Polk,2021-01-06,33,0
Polk,2021-01-07,81,1
Polk,2021-01-08,79,1
Polk,2021-01-09,91,0
Polk,2021-01-10,44,0
Polk,2021-01-11,44,0
Polk,2021-01-12,22,0
Polk,2021-01-13,72,2
Polk,2021-01-14,39,2
Polk,2021-01-15,67,1
Polk,2021-01-16,58,1
Polk,2021-01-17,46,0
Polk,2021-01-18,37,1
Polk,2021-01-19,29,2
Polk,2021-01-20,49,1
Polk,2021-01-21,32,1
Polk,2021-01-22,44,0
Polk,2021-01-23,27,2
Polk,2021-01-24,31,0
Polk,2021-01-25,10,0
Polk,2021-01-26,21,0
Polk,2021-01-27,31,0
Polk,2021-01-28,37,2
Polk,2021-01-29,32,0
Polk,2021-01-30,24,0
Polk,2021-01-31,17,0
Polk,2021-02-01,12,0
Polk,2021-02-02,19,0
Polk,2021-02-03,27,0
Polk,2021-02-04,29,1
Polk,2021-02-05,16,0
Polk,2021-02-06,15,1
Polk,2021-02-07,19,0
Polk,2021-02-08,7,1
Polk,2021-02-09,13,1
Polk,2021-02-10,23,0
Polk,2021-02-11,15,0
Polk,2021-02-12,11,0
Polk,2021-02-13,12,0
Polk,2021-02-14,14,0
Polk,2021-02-15,14,0
Polk,2021-02-16,13,0
Polk,2021-02-17,10,1
Polk,2021-02-18,13,0
Polk,2021-02-19,17,1
Polk,2021-02-20,26,2
Polk,2021-02-21,11,0
Polk,2021-02-22,2,0
Polk,2021-02-23,21,1
Polk,2021-02-24,23,1
Polk,2021-02-25,20,0
Polk,2021-02-26,9,0
Polk,2021-02-27,27,0
Polk,2021-02-28,6,0
Polk,2021-03-01,6,0
Polk,2021-03-02,7,0
Polk,2021-03-03,13,1
Polk,2021-03-04,8,0
Polk,2021-03-05,10,1
Polk,2021-03-06,15,0
Polk,2021-03-07,7,0
Polk,2021-03-08,1,0
Polk,2021-03-09,7,0
Polk,2021-03-10,6,0
Polk,2021-03-11,3,0
Polk,2021-03-12,4,0
Polk,2021-03-13,5,0
Polk,2021-03-14,2,0
Polk,2021-03-15,4,1
Polk,2021-03-16,7,0
Polk,2021-03-17,6,0
Polk,2021-03-18,7,0
Polk,2021-03-19,24,0
Polk,2021-03-20,12,0
Polk,2021-03-21,12,0
Polk,2021-03-22,1,1
Polk,2021-03-23,10,0
Polk,2021-03-24,5,0
Polk,2021-03-25,5,2
Polk,2021-03-26,7,0
Polk,2021-03-27,4,0
Polk,2021-03-28,7,0
Polk,2021-03-29,8,0
Polk,2021-03-30,4,0
Polk,2021-03-31,9,0
Pulaski,2020-09-01,2,0
Pulaski,2020-09-02,3,0
Pulaski,2020-09-03,3,1
Pulaski,2020-09-04,10,0
Pulaski,2020-09-05,11,1
Pulaski,2020-09-06,14,1
Pulaski,2020-09-07,9,0
Pulaski,2020-09-08,6,1
Pulaski,2020-09-09,2,0
Pulaski,2020-09-10,4,0
Pulaski,2020-09-11,10,0
Pulaski,2020-09-12,5,0
Pulaski,2020-09-13,1,0
Pulaski,2020-09-14,6,0
Pulaski,2020-09-15,2,0
Pulaski,2020-09-16,2,0
Pulaski,2020-09-17,0,1
Pulaski,2020-09-18,3,0
Pulaski,2020-09-19,4,0
Pulaski,2020-09-20,1,0
Pulaski,2020-09-21,0,1
Pulaski,2020-09-22,0,1
Pulaski,2020-09-23,0,8
Pulaski,2020-09-24,2,0
Pulaski,2020-09-25,0,0
Pulaski,2020-09-26,0,0
Pulaski,2020-09-27,0,0
Pulaski,2020-09-28,1,0
Pulaski,2020-09-29,0,0
Pulaski,2020-09-30,5,0
Pulaski,2020-10-01,0,0
Pulaski,2020-10-02,5,0
Pulaski,2020-10-03,2,0
Pulaski,2020-10-04,1,0
Pulaski,2020-10-05,5,0
Pulaski,2020-10-06,2,0
Pulaski,2020-10-07,0,0
Pulaski,2020-10-08,0,0
Pulaski,2020-10-09,1,0
Pulaski,2020-10-10,2,0
Pulaski,2020-10-11,0,0
Pulaski,2020-10-12,0,0
Pulaski,2020-10-13,3,0
Pulaski,2020-10-14,3,0
Pulaski,2020-10-15,6,0
Pulaski,2020-10-16,1,0
Pulaski,2020-10-17,2,1
Pulaski,2020-10-18,0,0
Pulaski,2020-10-19,4,0
Pulaski,2020-10-20,4,0
Pulaski,2020-10-21,2,0
Pulaski,2020-10-22,6,0
Pulaski,2020-10-23,2,0
Pulaski,2020-10-24,1,0
Pulaski,2020-10-25,0,0
Pulaski,2020-10-26,0,0
Pulaski,2020-10-27,5,0
Pulaski,2020-10-28,4,0
Pulaski,2020-10-29,6,0
Pulaski,2020-10-30,2,0
Pulaski,2020-10-31,0,0
Pulaski,2020-11-01,0,0
Pulaski,2020-11-02,3,0
Pulaski,2020-11-03,1,0
Pulaski,2020-11-04,0,0
Pulaski,2020-11-05,1,0
Pulaski,2020-11-06,4,0
Pulaski,2020-11-07,0,0
Pulaski,2020-11-08,0,0
Pulaski,2020-11-09,4,0
Pulaski,2020-11-10,3,0
Pulaski,2020-11-11,0,1
Pulaski,2020-11-12,0,0
Pulaski,2020-11-13,6,0
Pulaski,2020-11-14,0,0
Pulaski,2020-11-15,2,0
Pulaski,2020-11-16,0,0
Pulaski,2020-11-17,4,0
Pulaski,2020-11-18,0,0
Pulaski,2020-11-19,2,0
Pulaski,2020-11-20,2,0
Pulaski,2020-11-21,0,0
Pulaski,2020-11-22,1,0
Pulaski,2020-11-23,0,0
Pulaski,2020-11-24,2,0
Pulaski,2020-11-25,2,0
Pulaski,2020-11-26,2,0
Pulaski,2020-11-27,4,0
Pulaski,2020-11-28,2,0
Pulaski,2020-11-29,0,0
Pulaski,2020-11-30,0,0
Pulaski,2020-12-01,3,0
Pulaski,2020-12-02,7,0
Pulaski,2020-12-03,1,0
Pulaski,2020-12-04,1,0
Pulaski,2020-12-05,4,0
Pulaski,2020-12-06,0,0
Pulaski,2020-12-07,1,0
Pulaski,2020-12-08,9,0
Pulaski,2020-12-09,2,0
Pulaski,2020-12-10,5,0
Pulaski,2020-12-11,5,0
Pulaski,2020-12-12,7,0
Pulaski,2020-12-13,1,0
Pulaski,2020-12-14,2,0
Pulaski,2020-12-15,4,0
Pulaski,2020-12-16,6,0
Pulaski,2020-12-17,5,0
Pulaski,2020-12-18,3,0
Pulaski,2020-12-19,4,0
Pulaski,2020-12-20,3,0
Pulaski,2020-12-21,4,0
Pulaski,2020-12-22,1,0
Pulaski,2020-12-23,10,0
Pulaski,2020-12-24,12,0
Pulaski,2020-12-25,3,0
Pulaski,2020-12-26,0,0
Pulaski,2020-12-27,3,0
Pulaski,2020-12-28,4,0
Pulaski,2020-12-29,7,0
Pulaski,2020-12-30,6,0
Pulaski,2020-12-31,7,0
Pulaski,2021-01-01,17,0
Pulaski,2021-01-02,9,0
Pulaski,2021-01-03,0,0
Pulaski,2021-01-04,6,0
Pulaski,2021-01-05,14,0
Pulaski,2021-01-06,20,0
Pulaski,2021-01-07,6,0
Pulaski,2021-01-08,6,0
Pulaski,2021-01-09,8,0
Pulaski,2021-01-10,2,0
Pulaski,2021-01-11,3,0
Pulaski,2021-01-12,11,0
Pulaski,2021-01-13,0,0
Pulaski,2021-01-14,7,0
Pulaski,2021-01-15,9,0
Pulaski,2021-01-16,5,0
Pulaski,2021-01-17,5,0
Pulaski,2021-01-18,4,0
Pulaski,2021-01-19,4,0
Pulaski,2021-01-20,11,1
Pulaski,2021-01-21,11,0
Pulaski,2021-01-22,1,0
Pulaski,2021-01-23,3,0
Pulaski,2021-01-24,2,0
Pulaski,2021-01-25,4,0
Pulaski,2021-01-26,14,0
Pulaski,2021-01-27,8,0
Pulaski,2021-01-28,7,0
Pulaski,2021-01-29,5,0
Pulaski,2021-01-30,4,0
Pulaski,2021-01-31,0,0
Pulaski,2021-02-01,3,0
Pulaski,2021-02-02,3,0
Pulaski,2021-02-03,7,0
Pulaski,2021-02-04,3,0
Pulaski,2021-02-05,2,0
Pulaski,2021-02-06,4,0
Pulaski,2021-02-07,1,0
Pulaski,2021-02-08,1,0
Pulaski,2021-02-09,2,0
Pulaski,2021-02-10,3,1
Pulaski,2021-02-11,0,0
Pulaski,2021-02-12,2,0
Pulaski,2021-02-13,3,0
Pulaski,2021-02-14,1,0
Pulaski,2021-02-15,1,0
Pulaski,2021-02-16,1,1
Pulaski,2021-02-17,5,0
Pulaski,2021-02-18,19,0
Pulaski,2021-02-19,0,1
Pulaski,2021-02-20,5,0
Pulaski,2021-02-21,3,1
Pulaski,2021-02-22,0,0
Pulaski,2021-02-23,3,0
Pulaski,2021-02-24,6,0
Pulaski,2021-02-25,4,0
Pulaski,2021-02-26,5,0
Pulaski,2021-02-27,0,0
Pulaski,2021-02-28,2,0
Pulaski,2021-03-01,0,0
Pulaski,2021-03-02,0,0
Pulaski,2021-03-03,1,0
Pulaski,2021-03-04,1,0
Pulaski,2021-03-05,1,0
Pulaski,2021-03-06,0,0
Pulaski,2021-03-07,0,0
Pulaski,2021-03-08,0,0
Pulaski,2021-03-09,1,0
Pulaski,2021-03-10,1,0
Pulaski,2021-03-11,1,0
Pulaski,2021-03-12,3,0
Pulaski,2021-03-13,1,0
Pulaski,2021-03-14,1,0
Pulaski,2021-03-15,1,0
Pulaski,2021-03-16,2,0
Pulaski,2021-03-17,2,0
Pulaski,2021-03-18,2,0
Pulaski,2021-03-19,3,0
Pulaski,2021-03-20,0,0
Pulaski,2021-03-21,1,0
Pulaski,2021-03-22,1,0
Pulaski,2021-03-23,0,0
Pulaski,2021-03-24,1,0
Pulaski,2021-03-25,2,0
Pulaski,2021-03-26,4,1
Pulaski,2021-03-27,3,0
Pulaski,2021-03-28,0,0
Pulaski,2021-03-29,0,1
Pulaski,2021-03-30,0,0
Pulaski,2021-03-31,0,0
Putnam,2020-09-01,5,1
Putnam,2020-09-02,5,0
Putnam,2020-09-03,8,0
Putnam,2020-09-04,7,0
Putnam,2020-09-05,5,0
Putnam,2020-09-06,2,2
Putnam,2020-09-07,1,0
Putnam,2020-09-08,4,0
Putnam,2020-09-09,4,0
Putnam,2020-09-10,5,0
Putnam,2020-09-11,6,0
Putnam,2020-09-12,1,0
Putnam,2020-09-13,0,1
Putnam,2020-09-14,2,0
Putnam,2020-09-15,4,0
Putnam,2020-09-16,2,0
Putnam,2020-09-17,3,1
Putnam,2020-09-18,8,0
Putnam,2020-09-19,4,0
Putnam,2020-09-20,2,0
Putnam,2020-09-21,3,0
Putnam,2020-09-22,2,0
Putnam,2020-09-23,3,0
Putnam,2020-09-24,2,1
Putnam,2020-09-25,5,0
Putnam,2020-09-26,1,0
Putnam,2020-09-27,6,0
Putnam,2020-09-28,1,0
Putnam,2020-09-29,7,0
Putnam,2020-09-30,2,0
Putnam,2020-10-01,5,0
Putnam,2020-10-02,5,0
Putnam,2020-10-03,9,0
Putnam,2020-10-04,5,0
Putnam,2020-10-05,6,0
Putnam,2020-10-06,3,0
Putnam,2020-10-07,11,0
Putnam,2020-10-08,2,0
Putnam,2020-10-09,6,0
Putnam,2020-10-10,3,0
Putnam,2020-10-11,2,1
Putnam,2020-10-12,1,0
Putnam,2020-10-13,5,0
Putnam,2020-10-14,1,0
Putnam,2020-10-15,4,0
Putnam,2020-10-16,5,0
Putnam,2020-10-17,2,0
Putnam,2020-10-18,3,0
Putnam,2020-10-19,2,0
Putnam,2020-10-20,2,0
Putnam,2020-10-21,3,0
Putnam,2020-10-22,6,0
Putnam,2020-10-23,5,0
Putnam,2020-10-24,4,0
Putnam,2020-10-25,0,0
Putnam,2020-10-26,4,0
Putnam,2020-10-27,6,0
Putnam,2020-10-28,4,0
Putnam,2020-10-29,8,0
Putnam,2020-10-30,1,0
Putnam,2020-10-31,9,0
Putnam,2020-11-01,4,0
Putnam,2020-11-02,5,0
Putnam,2020-11-03,7,0
Putnam,2020-11-04,6,0
Putnam,2020-11-05,10,1
Putnam,2020-11-06,7,0
Putnam,2020-11-07,2,0
Putnam,2020-11-08,1,0
Putnam,2020-11-09,2,0
Putnam,2020-11-10,2,0
Putnam,2020-11-11,5,0
Putnam,2020-11-12,5,0
Putnam,2020-11-13,8,0
Putnam,2020-11-14,3,0
Putnam,2020-11-15,0,0
Putnam,2020-11-16,1,0
Putnam,2020-11-17,0,0
Putnam,2020-11-18,2,0
Putnam,2020-11-19,5,0
Putnam,2020-11-20,4,0
Putnam,2020-11-21,6,2
Putnam,2020-11-22,2,0
Putnam,2020-11-23,4,0
Putnam,2020-11-24,4,0
Putnam,2020-11-25,4,0
Putnam,2020-11-26,2,0
Putnam,2020-11-27,1,0
Putnam,2020-11-28,6,0
Putnam,2020-11-29,1,0
Putnam,2020-11-30,4,0
Putnam,2020-12-01,6,0
Putnam,2020-12-02,13,0
Putnam,2020-12-03,14,0
Putnam,2020-12-04,10,0
Putnam,2020-12-05,6,0
Putnam,2020-12-06,1,0
Putnam,2020-12-07,11,0
Putnam,2020-12-08,4,0
Putnam,2020-12-09,10,0
Putnam,2020-12-10,4,0
Putnam,2020-12-11,10,0
Putnam,2020-12-12,16,0
Putnam,2020-12-13,9,0
Putnam,2020-12-14,4,0
Putnam,2020-12-15,11,0
Putnam,2020-12-16,23,0
Putnam,2020-12-17,22,0
Putnam,2020-12-18,13,0
Putnam,2020-12-19,10,1
Putnam,2020-12-20,8,0
Putnam,2020-12-21,9,0
Putnam,2020-12-22,9,0
Putnam,2020-12-23,13,0
Putnam,2020-12-24,21,0
Putnam,2020-12-25,14,0
Putnam,2020-12-26,6,0
Putnam,2020-12-27,6,0
Putnam,2020-12-28,3,0
Putnam,2020-12-29,39,0
Putnam,2020-12-30,22,0
Putnam,2020-12-31,21,0
Putnam,2021-01-01,8,0
Putnam,2021-01-02,10,0
Putnam,2021-01-03,6,0
Putnam,2021-01-04,4,0
Putnam,2021-01-05,33,1
Putnam,2021-01-06,24,0
Putnam,2021-01-07,10,1
Putnam,2021-01-08,17,1
Putnam,2021-01-09,27,0
Putnam,2021-01-10,23,0
Putnam,2021-01-11,15,0
Putnam,2021-01-12,16,0
Putnam,2021-01-13,14,0
Putnam,2021-01-14,10,0
Putnam,2021-01-15,15,0
Putnam,2021-01-16,17,1
Putnam,2021-01-17,9,0
Putnam,2021-01-18,12,1
Putnam,2021-01-19,13,1
Putnam,2021-01-20,12,0
Putnam,2021-01-21,13,0
Putnam,2021-01-22,9,1
Putnam,2021-01-23,15,1
Putnam,2021-01-24,6,0
Putnam,2021-01-25,5,1
Putnam,2021-01-26,13,0
Putnam,2021-01-27,7,0
Putnam,2021-01-28,11,0
Putnam,2021-01-29,14,1
Putnam,2021-01-30,17,0
Putnam,2021-01-31,12,0
Putnam,2021-02-01,6,0
Putnam,2021-02-02,14,2
Putnam,2021-02-03,18,1
Putnam,2021-02-04,18,0
Putnam,2021-02-05,15,0
Putnam,2021-02-06,13,1
Putnam,2021-02-07,7,0
Putnam,2021-02-08,4,0
Putnam,2021-02-09,10,0
Putnam,2021-02-10,6,0
Putnam,2021-02-11,10,0
Putnam,2021-02-12,4,1
Putnam,2021-02-13,11,1
Putnam,2021-02-14,4,0
Putnam,2021-02-15,2,0
Putnam,2021-02-16,6,0
Putnam,2021-02-17,10,0
Putnam,2021-02-18,3,0
Putnam,2021-02-19,4,0
Putnam,2021-02-20,10,0
Putnam,2021-02-21,4,0
Putnam,2021-02-22,0,0
Putnam,2021-02-23,3,0
Putnam,2021-02-24,4,0
Putnam,2021-02-25,2,0
Putnam,2021-02-26,4,0
Putnam,2021-02-27,17,1
Putnam,2021-02-28,1,0
Putnam,2021-03-01,0,0
Putnam,2021-03-02,3,0
Putnam,2021-03-03,1,1
Putnam,2021-03-04,3,0
Putnam,2021-03-05,2,1
Putnam,2021-03-06,8,1
Putnam,2021-03-07,5,0
Putnam,2021-03-08,2,0
Putnam,2021-03-09,6,0
Putnam,2021-03-10,2,0
Putnam,2021-03-11,29,0
Putnam,2021-03-12,7,0
Putnam,2021-03-13,3,0
Putnam,2021-03-14,2,0
Putnam,2021-03-15,1,0
Putnam,2021-03-16,1,0
Putnam,2021-03-17,1,1
Putnam,2021-03-18,2,0
Putnam,2021-03-19,15,0
Putnam,2021-03-20,8,0
Putnam,2021-03-21,0,0
Putnam,2021-03-22,0,0
Putnam,2021-03-23,0,0
Putnam,2021-03-24,2,0
Putnam,2021-03-25,4,0
Putnam,2021-03-26,3,0
Putnam,2021-03-27,0,0
Putnam,2021-03-28,1,0
Putnam,2021-03-29,1,0
Putnam,2021-03-30,1,0
Putnam,2021-03-31,4,2
Quitman,2020-09-01,0,0
Quitman,2020-09-02,0,0
Quitman,2020-09-03,0,0
Quitman,2020-09-04,0,0
Quitman,2020-09-05,0,0
Quitman,2020-09-06,0,0
Quitman,2020-09-07,0,0
Quitman,2020-09-08,0,0
Quitman,2020-09-09,0,0
Quitman,2020-09-10,0,0
Quitman,2020-09-11,2,0
Quitman,2020-09-12,0,0
Quitman,2020-09-13,0,0
Quitman,2020-09-14,0,0
Quitman,2020-09-15,0,0
Quitman,2020-09-16,0,0
Quitman,2020-09-17,0,0
Quitman,2020-09-18,0,0
Quitman,2020-09-19,0,0
Quitman,2020-09-20,0,0
Quitman,2020-09-21,0,0
Quitman,2020-09-22,0,0
Quitman,2020-09-23,0,0
Quitman,2020-09-24,0,0
Quitman,2020-09-25,0,0
Quitman,2020-09-26,0,0
Quitman,2020-09-27,0,0
Quitman,2020-09-28,0,0
Quitman,2020-09-29,0,0
Quitman,2020-09-30,1,0
Quitman,2020-10-01,1,0
Quitman,2020-10-02,0,0
Quitman,2020-10-03,0,0
Quitman,2020-10-04,0,0
Quitman,2020-10-05,0,0
Quitman,2020-10-06,0,0
Quitman,2020-10-07,0,0
Quitman,2020-10-08,2,0
Quitman,2020-10-09,2,0
Quitman,2020-10-10,1,0
Quitman,2020-10-11,5,0
Quitman,2020-10-12,4,0
Quitman,2020-10-13,0,0
Quitman,2020-10-14,0,0
Quitman,2020-10-15,0,0
Quitman,2020-10-16,0,0
Quitman,2020-10-17,0,0
Quitman,2020-10-18,0,0
Quitman,2020-10-19,0,0
Quitman,2020-10-20,0,0
Quitman,2020-10-21,2,0
Quitman,2020-10-22,0,0
Quitman,2020-10-23,0,0
Quitman,2020-10-24,0,0
Quitman,2020-10-25,0,0
Quitman,2020-10-26,0,0
Quitman,2020-10-27,1,0
Quitman,2020-10-28,1,0
Quitman,2020-10-29,1,0
Quitman,2020-10-30,0,0
Quitman,2020-10-31,2,0
Quitman,2020-11-01,0,0
Quitman,2020-11-02,0,0
Quitman,2020-11-03,0,0
Quitman,2020-11-04,0,0
Quitman,2020-11-05,0,0
Quitman,2020-11-06,0,0
Quitman,2020-11-07,1,0
Quitman,2020-11-08,0,0
Quitman,2020-11-09,1,0
Quitman,2020-11-10,14,0
Quitman,2020-11-11,0,0
Quitman,2020-11-12,0,0
Quitman,2020-11-13,1,0
Quitman,2020-11-14,1,0
Quitman,2020-11-15,0,0
Quitman,2020-11-16,0,0
Quitman,2020-11-17,0,0
Quitman,2020-11-18,1,0
Quitman,2020-11-19,1,0
Quitman,2020-11-20,1,0
Quitman,2020-11-21,0,0
Quitman,2020-11-22,0,0
Quitman,2020-11-23,0,0
Quitman,2020-11-24,3,0
Quitman,2020-11-25,0,0
Quitman,2020-11-26,0,0
Quitman,2020-11-27,0,0
Quitman,2020-11-28,0,0
Quitman,2020-11-29,0,0
Quitman,2020-11-30,0,0
Quitman,2020-12-01,0,0
Quitman,2020-12-02,0,0
Quitman,2020-12-03,4,0
Quitman,2020-12-04,1,0
Quitman,2020-12-05,0,0
Quitman,2020-12-06,0,0
Quitman,2020-12-07,1,0
Quitman,2020-12-08,0,0
Quitman,2020-12-09,0,0
Quitman,2020-12-10,1,0
Quitman,2020-12-11,1,0
Quitman,2020-12-12,0,0
Quitman,2020-12-13,0,0
Quitman,2020-12-14,1,0
Quitman,2020-12-15,1,0
Quitman,2020-12-16,0,0
Quitman,2020-12-17,1,0
Quitman,2020-12-18,1,0
Quitman,2020-12-19,0,0
Quitman,2020-12-20,0,0
Quitman,2020-12-21,0,0
Quitman,2020-12-22,0,0
Quitman,2020-12-23,0,0
Quitman,2020-12-24,0,0
Quitman,2020-12-25,0,0
Quitman,2020-12-26,1,0
Quitman,2020-12-27,0,0
Quitman,2020-12-28,0,0
Quitman,2020-12-29,4,0
Quitman,2020-12-30,0,0
Quitman,2020-12-31,3,0
Quitman,2021-01-01,0,0
Quitman,2021-01-02,1,0
Quitman,2021-01-03,0,0
Quitman,2021-01-04,0,0
Quitman,2021-01-05,3,0
Quitman,2021-01-06,2,0
Quitman,2021-01-07,6,0
Quitman,2021-01-08,1,0
Quitman,2021-01-09,2,0
Quitman,2021-01-10,1,0
Quitman,2021-01-11,0,0
Quitman,2021-01-12,2,0
Quitman,2021-01-13,0,0
Quitman,2021-01-14,3,0
Quitman,2021-01-15,1,0
Quitman,2021-01-16,1,0
Quitman,2021-01-17,0,0
Quitman,2021-01-18,1,0
Quitman,2021-01-19,0,0
Quitman,2021-01-20,6,0
Quitman,2021-01-21,5,0
Quitman,2021-01-22,3,0
Quitman,2021-01-23,0,0
Quitman,2021-01-24,0,0
Quitman,2021-01-25,0,0
Quitman,2021-01-26,0,0
Quitman,2021-01-27,2,0
Quitman,2021-01-28,1,0
Quitman,2021-01-29,5,0
Quitman,2021-01-30,1,0
Quitman,2021-01-31,0,0
Quitman,2021-02-01,0,0
Quitman,2021-02-02,1,0
Quitman,2021-02-03,0,0
Quitman,2021-02-04,1,0
Quitman,2021-02-05,0,0
Quitman,2021-02-06,0,0
Quitman,2021-02-07,0,0
Quitman,2021-02-08,0,0
Quitman,2021-02-09,1,0
Quitman,2021-02-10,0,0
Quitman,2021-02-11,0,0
Quitman,2021-02-12,0,0
Quitman,2021-02-13,1,0
Quitman,2021-02-14,0,0
Quitman,2021-02-15,0,0
Quitman,2021-02-16,0,0
Quitman,2021-02-17,0,0
Quitman,2021-02-18,0,0
Quitman,2021-02-19,0,0
Quitman,2021-02-20,0,0
Quitman,2021-02-21,0,0
Quitman,2021-02-22,0,0
Quitman,2021-02-23,1,0
Quitman,2021-02-24,0,0
Quitman,2021-02-25,3,0
Quitman,2021-02-26,0,0
Quitman,2021-02-27,1,0
Quitman,2021-02-28,0,0
Quitman,2021-03-01,0,0
Quitman,2021-03-02,0,0
Quitman,2021-03-03,0,0
Quitman,2021-03-04,0,0
Quitman,2021-03-05,0,0
Quitman,2021-03-06,0,0
Quitman,2021-03-07,0,0
Quitman,2021-03-08,0,0
Quitman,2021-03-09,0,0
Quitman,2021-03-10,0,0
Quitman,2021-03-11,0,0
Quitman,2021-03-12,1,0
Quitman,2021-03-13,1,0
Quitman,2021-03-14,0,0
Quitman,2021-03-15,0,0
Quitman,2021-03-16,0,0
Quitman,2021-03-17,1,0
Quitman,2021-03-18,0,0
Quitman,2021-03-19,0,0
Quitman,2021-03-20,0,0
Quitman,2021-03-21,0,0
Quitman,2021-03-22,0,0
Quitman,2021-03-23,0,0
Quitman,2021-03-24,0,0
Quitman,2021-03-25,1,1
Quitman,2021-03-26,0,0
Quitman,2021-03-27,0,0
Quitman,2021-03-28,0,0
Quitman,2021-03-29,0,0
